[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:40332] [TIPO: publicar_carona] PAYLOAD: {"tipo":"publicar_carona","motorista":"Piloto_Teste","rota":["Salvador","Feira"],"data":"2026-10-10","horario":"14:00","assentos_totais":50,"preco_por_trecho":20}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44186] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44184] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44196] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44226] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44242] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44200] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44240] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44214] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44262] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44228] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44260] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 09:41:47] [ORIGEM: 127.0.0.1:44158] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"usuario_duplicado","senha":"senha123","tipo_usuario":"passageiro"}
[2026-09-14 17:22:31] [ORIGEM: 172.16.230.10:46556] [TIPO: login] PAYLOAD: {"tipo":"login","usuario":"Duda","senha":"0804"}
[2026-09-14 17:22:38] [ORIGEM: 172.16.230.10:46556] [TIPO: cadastro] PAYLOAD: {"tipo":"cadastro","id_usuario":"","usuario":"Duda","senha":"0804","tipo_usuario":"passageiro"}
[2026-09-14 17:22:44] [ORIGEM: 172.16.230.10:46556] [TIPO: login] PAYLOAD: {"tipo":"login","usuario":"Duda","senha":"0804"}
[2026-09-14 17:22:44] [ORIGEM: 172.16.230.10:46556] [TIPO: consultar_notificacoes] PAYLOAD: {"tipo":"consultar_notificacoes","passageiro":"Duda"}
[2026-09-14 17:23:24] [ORIGEM: 172.16.230.10:36462] [TIPO: consultar_reservas_passageiro] PAYLOAD: {"tipo":"consultar_reservas_passageiro","passageiro":"Duda"}
[2026-09-14 17:23:31] [ORIGEM: 172.16.230.10:36462] [TIPO: consultar_reservas_passageiro] PAYLOAD: {"tipo":"consultar_reservas_passageiro","passageiro":"Duda"}
